policy number,Policy Effective Date,Vehicle number,Unique_ID,Rate Class,Driver Record,Territory (categorical),Territory,BI Limit,Blend Min & Maj Market Convictions for Model,# Criminal Code Convictions W/I 4 Years,# At-Fault Claims w/I 3 yrs for Market Principal,
A00-040655,2022-05-06 0:01,1,040655-1-2,2,8,Calgary,1,1000000,0,0,0,
A00-040656,2022-06-03 0:01,1,040656-1-2,2,6,Calgary,1,1000000,0,0,0,
A00-040657,2022-05-15 0:01,1,040657-1-2,2,9,Edmonton,1A,1000000,0,0,0,
A00-040658,2022-05-07 0:01,1,040658-1-1,1,9,Calgary,1,1000000,0,0,0,
A00-040659,2022-06-07 0:01,1,040659-1-1,1,7,Edmonton,1A,1000000,0,0,0,
A00-040660,2022-05-06 0:01,2,040660-2-2,2,6,Calgary,1,1000000,0,0,0,
A00-040661,2022-05-24 0:01,1,040661-1-2,2,6,Edmonton,1A,1000000,0,0,0,
A00-040662,2022-05-06 0:01,1,040662-1-1,1,0,Calgary,1,1000000,1,0,1,
A00-040663,2022-05-07 0:01,1,040663-1-2,2,9,Rest of Alberta,3,2000000,0,0,0,
A00-040664,2022-05-06 0:01,1,040664-1-1,1,1,Edmonton,1A,1000000,0,0,0,
A00-040664,2022-05-06 0:01,2,040664-2-1,1,4,Edmonton,1A,1000000,1,0,0,
A00-040665,2022-05-10 0:01,1,040665-1-1,1,9,Rest of Alberta,3,0,0,0,0,
A00-040666,2022-05-07 0:01,1,040666-1-1,1,8,Edmonton,1A,1000000,1,0,0,
A00-040667,2022-05-07 0:01,1,040667-1-3,3,3,Edmonton,1A,1000000,0,0,0,
A00-040668,2022-05-07 0:01,1,040668-1-1,1,5,Edmonton,1A,2000000,0,0,0,
A00-040670,2022-05-07 0:01,1,040670-1-1,1,6,Edmonton,1A,1000000,3,0,0,
A00-040671,2022-05-07 0:01,1,040671-1-1,1,9,Rest of Alberta,3,1000000,0,0,0,
A00-040673,2022-05-07 0:01,2,040673-2-3,3,0,Edmonton,1A,1000000,0,0,2,
A00-040675,2022-05-13 0:01,1,040675-1-2,2,5,Edmonton,1A,1000000,0,0,0,
A00-040675,2022-05-13 0:01,2,040675-2-3,3,2,Edmonton,1A,1000000,0,0,0,
A00-040676,2022-05-24 0:01,1,040676-1-1,1,7,Edmonton,1A,1000000,0,0,0,
A00-040677,2022-05-26 0:01,1,040677-1-2,2,9,Calgary,1,1000000,0,0,0,
A00-040678,2022-05-20 0:01,2,040678-2-2,2,6,Calgary,1,1000000,0,0,0,
A00-040679,2022-05-23 0:01,1,040679-1-1,1,9,Edmonton,1A,1000000,0,0,0,
A00-040680,2022-05-10 0:01,1,040680-1-1,1,9,Edmonton,1A,2000000,0,0,0,
A00-040681,2022-05-07 0:01,1,040681-1-3,3,0,Rest of Alberta,3,1000000,1,0,1,
A00-040682,2022-05-12 0:01,2,040682-2-13,13,5,Calgary,1,1000000,0,0,0,
A00-040682,2022-05-12 0:01,3,040682-3-3,3,2,Calgary,1,1000000,0,0,0,
A00-040683,2022-05-10 0:01,2,040683-2-1,1,6,Rest of Alberta,3,1000000,0,0,0,
A00-040684,2022-05-10 0:01,1,040684-1-1,1,5,Edmonton,1A,1000000,0,0,0,
A00-040686,2022-05-07 0:01,1,040686-1-1,1,4,Edmonton,1A,1000000,1,0,0,
A00-040687,2022-05-08 0:01,1,040687-1-1,1,9,Calgary,1,1000000,0,0,0,
A00-040689,2022-05-08 0:01,1,040689-1-2,2,3,Edmonton,1A,2000000,1,0,0,
A00-040690,2022-05-10 0:01,3,040690-3-1,1,9,Edmonton,1A,1000000,0,0,0,
A00-040690,2022-05-10 0:01,4,040690-4-10,10,3,Edmonton,1A,1000000,2,0,0,
A00-040690,2022-05-10 0:01,5,040690-5-1,1,9,Edmonton,1A,1000000,0,0,0,
A00-040690,2022-05-10 0:01,6,040690-6-1,1,9,Edmonton,1A,1000000,0,0,0,
A00-040691,2022-05-19 0:01,1,040691-1-1,1,9,Calgary,1,1000000,0,0,0,
A00-040692,2022-05-10 0:01,1,040692-1-3,3,1,Rest of Alberta,3,1000000,0,0,0,
A00-040693,2022-06-03 0:01,1,040693-1-2,2,9,Calgary,1,1000000,0,0,0,
A00-040694,2022-05-10 0:01,1,040694-1-1,1,3,Edmonton,1A,1000000,0,0,0,
A00-040694,2022-05-10 0:01,2,040694-2-1,1,6,Edmonton,1A,0,1,0,0,
A00-040695,2022-05-29 0:01,1,040695-1-2,2,8,Edmonton,1A,1000000,0,0,0,
A00-040696,2022-05-10 0:01,1,040696-1-1,1,9,Edmonton,1A,1000000,0,0,0,
A00-040698,2022-05-10 0:01,1,040698-1-3,3,0,Edmonton,1A,1000000,0,0,1,
A00-040698,2022-05-10 0:01,2,040698-2-1,1,1,Edmonton,1A,1000000,0,0,0,
A00-040699,2022-05-10 0:01,1,040699-1-19,19,3,Edmonton,1A,1000000,0,0,0,
A00-040700,2022-05-14 0:01,1,040700-1-2,2,8,Edmonton,1A,1000000,0,0,0,
A00-040701,2022-05-10 0:01,1,040701-1-1,1,5,Edmonton,1A,1000000,0,0,0,
A00-040702,2022-05-10 0:01,1,040702-1-1,1,5,Edmonton,1A,0,0,0,1,
A00-040702,2022-05-10 0:01,2,040702-2-3,3,1,Edmonton,1A,1000000,0,0,0,
A00-040703,2022-05-10 0:01,1,040703-1-1,1,3,Edmonton,1A,1000000,0,0,0,
A00-040704,2022-05-11 0:01,1,040704-1-2,2,0,Edmonton,1A,1000000,0,0,1,
A00-040705,2022-05-11 0:01,1,040705-1-2,2,1,Edmonton,1A,1000000,0,0,0,
A00-040706,2022-05-16 0:01,1,040706-1-1,1,7,Edmonton,1A,1000000,0,0,0,
A00-040707,2022-05-11 0:01,1,040707-1-1,1,6,Rest of Alberta,3,1000000,0,0,0,
A00-040708,2022-05-22 0:01,1,040708-1-3,3,3,Calgary,1,1000000,0,0,0,
A00-040709,2022-05-21 0:01,2,040709-2-1,1,3,Edmonton,1A,1000000,0,0,0,
A00-040709,2022-05-21 0:01,3,040709-3-1,1,6,Edmonton,1A,1000000,1,0,0,
A00-040710,2022-05-11 0:01,1,040710-1-1,1,6,Northern Region,2,1000000,0,0,0,
A00-040711,2022-05-14 0:01,1,040711-1-2,2,7,Edmonton,1A,1000000,0,0,0,
A00-040712,2022-05-11 0:01,1,040712-1-1,1,6,Edmonton,1A,1000000,2,0,0,
A00-040713,2022-05-11 0:01,2,040713-2-3,3,0,Edmonton,1A,1000000,0,0,2,
A00-040714,2022-05-11 0:01,1,040714-1-1,1,1,Edmonton,1A,1000000,0,0,0,
A00-040715,2022-05-11 0:01,1,040715-1-11,11,3,Edmonton,1A,1000000,0,0,0,
A00-040716,2022-05-20 0:01,1,040716-1-1,1,6,Edmonton,1A,1000000,2,0,0,
A00-040718,2022-05-12 0:01,5,040718-5-3,3,3,Calgary,1,2000000,0,0,0,
A00-040719,2022-05-18 0:01,2,040719-2-18,18,3,Rest of Alberta,3,1000000,0,0,0,
A00-040719,2022-05-18 0:01,3,040719-3-1,1,9,Rest of Alberta,3,1000000,0,0,0,
A00-040720,2022-05-27 0:01,1,040720-1-1,1,5,Calgary,1,2000000,0,0,0,
A00-040721,2022-05-17 0:01,2,040721-2-1,1,5,Rest of Alberta,3,1000000,0,0,0,
A00-040722,2022-05-14 0:01,1,040722-1-11,11,3,Edmonton,1A,1000000,0,0,0,
A00-040723,2022-05-12 0:01,2,040723-2-2,2,5,Edmonton,1A,1000000,0,0,0,
A00-040724,2022-05-17 0:01,1,040724-1-1,1,9,Edmonton,1A,1000000,0,0,0,
A00-040724,2022-05-17 0:01,3,040724-3-2,2,9,Edmonton,1A,1000000,0,0,0,
A00-040725,2022-05-12 0:01,1,040725-1-2,2,5,Edmonton,1A,1000000,0,0,0,
A00-040726,2022-05-23 0:01,1,040726-1-1,1,7,Edmonton,1A,1000000,0,0,0,
A00-040727,2022-05-15 0:01,1,040727-1-2,2,6,Calgary,1,1000000,2,0,0,
A00-040728,2022-05-12 0:01,1,040728-1-3,3,0,Edmonton,1A,1000000,0,0,0,
A00-040729,2022-05-13 0:01,1,040729-1-1,1,4,Edmonton,1A,1000000,0,0,0,
A00-040729,2022-05-13 0:01,3,040729-3-1,1,4,Edmonton,1A,1000000,0,0,0,
A00-040730,2022-05-12 0:01,1,040730-1-18,18,3,Edmonton,1A,1000000,0,0,0,
A00-040731,2022-05-12 0:01,1,040731-1-1,1,9,Edmonton,1A,1000000,0,0,0,
A00-040732,2022-06-02 0:01,2,040732-2-1,1,9,Edmonton,1A,1000000,0,0,0,
A00-040732,2022-06-02 0:01,3,040732-3-1,1,9,Edmonton,1A,0,0,0,0,
A00-040732,2022-06-02 0:01,4,040732-4-1,1,9,Edmonton,1A,1000000,0,0,0,
A00-040733,2022-05-13 0:01,1,040733-1-2,2,5,Edmonton,1A,2000000,0,0,0,
A00-040734,2022-05-12 0:01,1,040734-1-2,2,3,Calgary,1,1000000,0,0,0,
A00-040735,2022-05-12 0:01,1,040735-1-1,1,9,Calgary,1,1000000,1,0,0,
A00-040736,2022-05-12 0:01,1,040736-1-19,19,1,Edmonton,1A,1000000,0,0,0,
A00-040737,2022-05-28 0:01,1,040737-1-3,3,1,Edmonton,1A,1000000,0,0,0,
A00-040738,2022-05-13 0:01,2,040738-2-18,18,1,Rest of Alberta,3,1000000,0,0,0,
A00-040739,2022-05-13 0:01,1,040739-1-19,19,1,Edmonton,1A,1000000,0,0,0,
A00-040740,2022-05-13 0:01,1,040740-1-1,1,5,Edmonton,1A,1000000,0,0,0,
A00-040741,2022-06-01 0:01,2,040741-2-1,1,7,Rest of Alberta,3,1000000,0,0,0,
A00-040742,2022-05-17 0:01,1,040742-1-2,2,8,Edmonton,1A,2000000,0,0,0,
A00-040744,2022-06-04 0:01,1,040744-1-1,1,4,Edmonton,1A,1000000,0,0,0,
A00-040745,2022-05-27 0:01,1,040745-1-1,1,9,Calgary,1,1000000,0,0,0,
A00-040746,2022-05-19 0:01,1,040746-1-1,1,6,Edmonton,1A,1000000,0,0,0,
A00-040747,2022-05-14 0:01,1,040747-1-2,2,9,Edmonton,1A,2000000,0,0,0,
A00-040748,2022-06-14 0:01,2,040748-2-1,1,6,Rest of Alberta,3,1000000,0,0,0,
A00-040749,2022-05-22 0:01,1,040749-1-1,1,8,Edmonton,1A,1000000,0,0,0,
A00-040750,2022-05-13 0:01,1,040750-1-1,1,5,Edmonton,1A,1000000,1,0,1,
A00-040751,2022-05-13 0:01,2,040751-2-5,5,3,Edmonton,1A,1000000,0,0,0,
A00-040751,2022-05-13 0:01,2,040751-2-1,1,6,Edmonton,1A,1000000,4,0,0,
A00-040752,2022-05-17 0:01,2,040752-2-1,1,9,Calgary,1,1000000,0,0,0,
A00-040753,2022-05-13 0:01,1,040753-1-2,2,9,Edmonton,1A,1000000,0,0,0,
A00-040753,2022-05-13 0:01,2,040753-2-1,1,6,Edmonton,1A,1000000,0,0,0,
A00-040754,2022-05-19 0:01,1,040754-1-2,2,5,Edmonton,1A,1000000,0,0,0,
A00-040755,2022-05-15 0:01,1,040755-1-2,2,6,Edmonton,1A,1000000,5,0,0,
A00-040756,2022-05-25 0:01,1,040756-1-2,2,9,Edmonton,1A,2000000,0,0,0,
A00-040758,2022-05-14 0:01,1,040758-1-2,2,9,Calgary,1,1000000,0,0,0,
A00-040759,2022-06-09 0:01,2,040759-2-1,1,9,Edmonton,1A,1000000,0,0,0,
A00-040759,2022-06-09 0:01,3,040759-3-1,1,9,Edmonton,1A,1000000,0,0,0,
A00-040760,2022-05-21 0:01,2,040760-2-1,1,5,Rest of Alberta,3,1000000,1,0,0,
A00-040760,2022-05-21 0:01,3,040760-3-2,2,9,Rest of Alberta,3,1000000,0,0,0,
A00-040761,2022-05-14 0:01,1,040761-1-7,7,1,Calgary,1,1000000,0,0,1,
A00-040761,2022-05-14 0:01,1,040761-1-6,6,1,Calgary,1,1000000,0,0,0,
A00-040762,2022-05-14 0:01,1,040762-1-1,1,1,Calgary,1,1000000,0,0,0,
A00-040763,2022-05-14 0:01,1,040763-1-3,3,1,Edmonton,1A,1000000,0,0,0,
A00-040764,2022-06-16 0:01,1,040764-1-1,1,9,Edmonton,1A,1000000,0,0,0,
A00-040764,2022-06-16 0:01,2,040764-2-1,1,9,Edmonton,1A,1000000,0,0,0,
A00-040765,2022-05-17 0:01,1,040765-1-1,1,5,Calgary,1,1000000,0,0,1,
A00-040766,2022-05-15 0:01,1,040766-1-2,2,7,Edmonton,1A,1000000,0,0,0,
A00-040767,2022-05-17 0:01,1,040767-1-1,1,9,Edmonton,1A,1000000,0,0,0,
A00-040767,2022-05-17 0:01,2,040767-2-1,1,6,Edmonton,1A,1000000,0,0,0,
A00-040768,2022-05-14 0:01,1,040768-1-1,1,9,Edmonton,1A,1000000,0,0,0,
A00-040769,2022-05-16 0:01,1,040769-1-1,1,5,Edmonton,1A,1000000,0,0,0,
A00-040770,2022-06-08 0:01,1,040770-1-2,2,9,Edmonton,1A,1000000,0,0,0,
A00-040771,2022-05-14 0:01,1,040771-1-3,3,1,Edmonton,1A,2000000,0,0,0,
A00-040772,2022-05-15 0:01,1,040772-1-1,1,9,Calgary,1,2000000,0,0,0,
A00-040773,2022-05-14 0:01,1,040773-1-3,3,1,Edmonton,1A,1000000,0,0,0,
A00-040774,2022-05-15 0:01,3,040774-3-1,1,7,Edmonton,1A,1000000,1,0,0,
A00-040774,2022-05-15 0:01,4,040774-4-2,2,6,Edmonton,1A,1000000,0,0,0,
A00-040775,2022-05-14 0:01,1,040775-1-19,19,1,Calgary,1,1000000,0,0,1,
A00-040776,2022-05-15 0:01,1,040776-1-1,1,9,Edmonton,1A,1000000,0,0,0,
A00-040777,2022-05-17 0:01,1,040777-1-19,19,3,Edmonton,1A,1000000,0,0,0,
A00-040778,2022-05-21 0:01,1,040778-1-1,1,9,Rest of Alberta,3,1000000,2,0,0,
A00-040779,2022-06-03 0:01,1,040779-1-1,1,9,Rest of Alberta,3,2000000,0,0,0,
A00-040780,2022-05-27 0:01,1,040780-1-3,3,1,Edmonton,1A,1000000,0,0,2,
A00-040782,2022-06-14 0:01,1,040782-1-1,1,9,Edmonton,1A,1000000,0,0,0,
A00-040782,2022-06-14 0:01,2,040782-2-1,1,9,Edmonton,1A,1000000,0,0,0,
A00-040783,2022-05-17 0:01,1,040783-1-11,11,3,Edmonton,1A,1000000,0,0,0,
A00-040784,2022-06-16 0:01,1,040784-1-1,1,6,Edmonton,1A,1000000,0,0,0,
A00-040785,2022-05-17 0:01,1,040785-1-2,2,3,Edmonton,1A,1000000,0,0,0,
A00-040786,2022-05-17 0:01,1,040786-1-1,1,3,Edmonton,1A,1000000,0,0,0,
A00-040786,2022-05-17 0:01,2,040786-2-12,12,1,Edmonton,1A,1000000,0,0,0,
A00-040786,2022-05-17 0:01,3,040786-3-19,19,1,Edmonton,1A,1000000,0,0,0,
A00-040787,2022-06-04 0:01,1,040787-1-2,2,7,Edmonton,1A,1000000,0,0,0,
A00-040788,2022-05-17 0:01,2,040788-2-1,1,2,Edmonton,1A,1000000,0,0,0,
A00-040789,2022-05-23 0:01,1,040789-1-1,1,8,Edmonton,1A,1000000,0,0,0,
A00-040790,2022-05-17 0:01,1,040790-1-1,1,4,Rest of Alberta,3,1000000,0,0,0,
A00-040791,2022-06-02 0:01,1,040791-1-2,2,5,Edmonton,1A,1000000,0,0,0,
A00-040792,2022-05-17 0:01,1,040792-1-18,18,0,Edmonton,1A,1000000,0,0,0,
A00-040794,2022-05-17 0:01,3,040794-3-1,1,3,Edmonton,1A,1000000,0,0,0,
A00-040795,2022-05-17 0:01,1,040795-1-13,13,6,Edmonton,1A,1000000,0,0,0,
A00-040797,2022-06-16 0:01,1,040797-1-1,1,9,Calgary,1,1000000,0,0,0,
A00-040798,2022-05-18 0:01,1,040798-1-1,1,6,Edmonton,1A,1000000,0,0,0,
A00-040799,2022-05-19 0:01,1,040799-1-2,2,9,Calgary,1,1000000,0,0,0,
A00-040800,2022-06-09 0:01,1,040800-1-1,1,9,Rest of Alberta,3,2000000,0,0,0,
A00-040801,2022-05-18 0:01,1,040801-1-1,1,6,Calgary,1,1000000,0,0,0,
A00-040802,2022-05-19 0:01,1,040802-1-1,1,9,Edmonton,1A,1000000,0,0,0,
A00-040803,2022-05-25 0:01,1,040803-1-2,2,9,Calgary,1,1000000,0,0,0,
A00-040804,2022-05-18 0:01,2,040804-2-3,3,3,Edmonton,1A,2000000,0,0,0,
A00-040805,2022-05-18 0:01,1,040805-1-1,1,1,Edmonton,1A,2000000,0,0,0,
A00-040806,2022-05-18 0:01,1,040806-1-2,2,9,Edmonton,1A,1000000,0,0,0,
A00-040807,2022-05-19 0:01,1,040807-1-2,2,9,Edmonton,1A,1000000,0,0,0,
A00-040808,2022-05-18 0:01,1,040808-1-19,19,1,Edmonton,1A,1000000,0,0,0,
A00-040809,2022-05-20 0:01,1,040809-1-1,1,9,Calgary,1,1000000,0,0,0,
A00-040809,2022-05-20 0:01,3,040809-3-1,1,6,Calgary,1,1000000,0,0,0,
A00-040810,2022-05-18 0:01,1,040810-1-1,1,4,Calgary,1,1000000,0,0,0,
A00-040811,2022-05-18 0:01,2,040811-2-11,11,1,Rest of Alberta,3,1000000,0,0,0,
A00-040812,2022-05-18 0:01,1,040812-1-12,12,1,Edmonton,1A,1000000,2,0,1,
A00-040813,2022-05-19 0:01,1,040813-1-2,2,9,Edmonton,1A,1000000,1,0,0,
A00-040815,2022-05-18 0:01,1,040815-1-1,1,7,Edmonton,1A,1000000,1,0,0,
A00-040815,2022-05-18 0:01,2,040815-2-1,1,7,Edmonton,1A,1000000,1,0,0,
A00-040816,2022-05-20 0:01,1,040816-1-1,1,5,Edmonton,1A,1000000,0,0,0,
A00-040817,2022-05-19 0:01,1,040817-1-1,1,4,Edmonton,1A,1000000,0,0,0,
A00-040818,2022-05-18 0:01,1,040818-1-1,1,6,Edmonton,1A,1000000,0,0,0,
A00-040820,2022-05-19 0:01,1,040820-1-2,2,1,Edmonton,1A,2000000,0,0,0,
A00-040821,2022-05-19 0:01,1,040821-1-2,2,1,Rest of Alberta,3,1000000,0,0,0,
A00-040822,2022-05-19 0:01,2,040822-2-1,1,5,Edmonton,1A,1000000,0,0,0,
A00-040822,2022-05-19 0:01,3,040822-3-3,3,1,Edmonton,1A,1000000,0,0,0,
A00-040823,2022-05-19 0:01,1,040823-1-3,3,0,Edmonton,1A,2000000,0,0,0,
A00-040824,2022-06-18 0:01,1,040824-1-2,2,9,Edmonton,1A,2000000,0,0,0,
A00-040825,2022-05-27 0:01,1,040825-1-2,2,9,Edmonton,1A,1000000,1,0,0,
A00-040826,2022-06-08 0:01,2,040826-2-7,7,6,Edmonton,1A,1000000,0,0,0,
A00-040827,2022-05-19 0:01,1,040827-1-1,1,6,Calgary,1,1000000,0,0,0,
A00-040828,2022-05-29 0:01,1,040828-1-2,2,5,Edmonton,1A,2000000,0,0,0,
A00-040829,2022-05-19 0:01,1,040829-1-2,2,6,Edmonton,1A,1000000,0,0,0,
A00-040830,2022-05-20 0:01,1,040830-1-1,1,9,Edmonton,1A,1000000,0,0,0,
A00-040831,2022-05-31 0:01,1,040831-1-2,2,6,Edmonton,1A,1000000,0,0,0,
A00-040832,2022-05-19 0:01,1,040832-1-1,1,9,Edmonton,1A,1000000,0,0,0,
A00-040833,2022-05-19 0:01,1,040833-1-2,2,9,Edmonton,1A,1000000,0,0,0,
A00-040834,2022-05-28 0:01,1,040834-1-1,1,0,Edmonton,1A,1000000,0,0,2,
A00-040835,2022-06-10 0:01,1,040835-1-2,2,5,Edmonton,1A,1000000,0,0,0,
A00-040836,2022-06-01 0:01,2,040836-2-1,1,9,Calgary,1,1000000,0,0,0,
A00-040837,2022-05-19 0:01,1,040837-1-1,1,6,Edmonton,1A,1000000,0,0,0,
A00-040840,2022-05-20 0:01,1,040840-1-1,1,9,Calgary,1,1000000,0,0,0,
A00-040840,2022-05-20 0:01,2,040840-2-1,1,9,Calgary,1,1000000,0,0,0,
A00-040841,2022-05-20 0:01,1,040841-1-3,3,3,Edmonton,1A,1000000,0,0,0,
A00-040842,2022-05-20 0:01,1,040842-1-1,1,8,Calgary,1,1000000,0,0,0,
A00-040844,2022-05-20 0:01,4,040844-4-1,1,6,Calgary,1,1000000,1,0,0,
A00-040846,2022-05-20 0:01,1,040846-1-19,19,4,Edmonton,1A,1000000,1,0,0,
A00-040846,2022-05-20 0:01,3,040846-3-2,2,4,Edmonton,1A,1000000,3,0,0,
A00-040847,2022-06-05 0:01,1,040847-1-1,1,6,Edmonton,1A,2000000,0,0,0,
A00-040847,2022-06-05 0:01,2,040847-2-2,2,9,Edmonton,1A,2000000,0,0,0,
A00-040849,2022-05-20 0:01,1,040849-1-3,3,0,Edmonton,1A,1000000,0,0,0,
A00-040850,2022-05-20 0:01,1,040850-1-3,3,1,Edmonton,1A,0,0,0,0,
A00-040851,2022-05-21 0:01,1,040851-1-2,2,9,Edmonton,1A,1000000,0,0,0,
A00-040852,2022-05-21 0:01,1,040852-1-1,1,1,Edmonton,1A,1000000,0,0,0,
A00-040853,2022-05-20 0:01,2,040853-2-2,2,5,Edmonton,1A,1000000,0,0,0,
A00-040854,2022-05-20 0:01,1,040854-1-1,1,5,Edmonton,1A,1000000,1,0,0,
A00-040854,2022-05-20 0:01,2,040854-2-1,1,5,Edmonton,1A,1000000,1,0,0,
A00-040857,2022-05-21 0:01,1,040857-1-2,2,5,Edmonton,1A,1000000,1,0,0,
A00-040858,2022-05-28 0:01,1,040858-1-7,7,9,Edmonton,1A,1000000,0,0,0,
A00-040859,2022-05-21 0:01,3,040859-3-19,19,6,Calgary,1,1000000,0,0,0,
A00-040860,2022-06-12 0:01,1,040860-1-2,2,8,Calgary,1,1000000,0,0,0,
A00-040861,2022-05-24 0:01,1,040861-1-1,1,9,Edmonton,1A,0,0,0,0,
A00-040861,2022-05-24 0:01,2,040861-2-1,1,9,Edmonton,1A,0,0,0,0,
A00-040862,2022-06-14 0:01,1,040862-1-1,1,9,Edmonton,1A,1000000,0,0,0,
A00-040863,2022-05-30 0:01,2,040863-2-1,1,7,Edmonton,1A,1000000,0,0,0,
A00-040864,2022-05-21 0:01,1,040864-1-1,1,1,Edmonton,1A,1000000,0,0,1,
A00-040865,2022-05-24 0:01,1,040865-1-1,1,8,Northern Region,2,1000000,0,0,0,
A00-040866,2022-05-21 0:01,2,040866-2-3,3,3,Edmonton,1A,1000000,0,0,0,
A00-040867,2022-05-28 0:01,1,040867-1-1,1,9,Calgary,1,2000000,0,0,0,
A00-040868,2022-05-22 0:01,1,040868-1-2,2,9,Edmonton,1A,1000000,0,0,0,
A00-040869,2022-05-22 0:01,1,040869-1-19,19,3,Edmonton,1A,1000000,0,0,0,
A00-040870,2022-05-28 0:01,1,040870-1-3,3,1,Edmonton,1A,1000000,0,0,0,
A00-040871,2022-05-21 0:01,1,040871-1-1,1,6,Edmonton,1A,1000000,0,0,0,
A00-040872,2022-05-21 0:01,2,040872-2-18,18,3,Rest of Alberta,3,2000000,0,0,0,
A00-040873,2022-05-21 0:01,1,040873-1-2,2,1,Edmonton,1A,2000000,0,0,0,
A00-040873,2022-05-21 0:01,2,040873-2-1,1,9,Edmonton,1A,2000000,0,0,0,
A00-040874,2022-05-24 0:01,1,040874-1-2,2,9,Edmonton,1A,1000000,0,0,0,
A00-040875,2022-05-26 0:01,2,040875-2-1,1,6,Edmonton,1A,1000000,0,0,0,
A00-040875,2022-05-26 0:01,3,040875-3-2,2,8,Edmonton,1A,1000000,0,0,0,
A00-040876,2022-05-21 0:01,1,040876-1-13,13,6,Edmonton,1A,1000000,0,0,0,
A00-040877,2022-05-25 0:01,1,040877-1-1,1,9,Rest of Alberta,3,2000000,0,0,0,
A00-040877,2022-05-25 0:01,2,040877-2-1,1,9,Rest of Alberta,3,2000000,0,0,0,
A00-040877,2022-05-25 0:01,3,040877-3-1,1,9,Rest of Alberta,3,2000000,0,0,0,
A00-040878,2022-05-25 0:01,1,040878-1-1,1,9,Edmonton,1A,2000000,0,0,0,
A00-040878,2022-05-25 0:01,2,040878-2-1,1,9,Edmonton,1A,2000000,0,0,0,
A00-040879,2022-05-25 0:01,1,040879-1-1,1,2,Edmonton,1A,1000000,0,0,0,
A00-040879,2022-05-25 0:01,1,040879-1-6,6,2,Edmonton,1A,1000000,0,0,0,
A00-040880,2022-06-10 0:01,1,040880-1-1,1,9,Edmonton,1A,2000000,0,0,0,
A00-040881,2022-05-26 0:01,1,040881-1-1,1,4,Edmonton,1A,1000000,0,0,0,
A00-040882,2022-05-25 0:01,1,040882-1-18,18,1,Edmonton,1A,2000000,0,0,0,
A00-040883,2022-05-25 0:01,1,040883-1-3,3,1,Calgary,1,1000000,0,0,1,
A00-040885,2022-05-26 0:01,1,040885-1-7,7,7,Edmonton,1A,1000000,1,0,0,
A00-040886,2022-05-26 0:01,1,040886-1-2,2,7,Edmonton,1A,1000000,0,0,0,
A00-040886,2022-05-26 0:01,2,040886-2-1,1,4,Edmonton,1A,1000000,0,0,0,
A00-040887,2022-05-25 0:01,1,040887-1-1,1,8,Edmonton,1A,1000000,0,0,0,
A00-040888,2022-05-25 0:01,1,040888-1-3,3,3,Edmonton,1A,1000000,0,0,0,
A00-040889,2022-05-26 0:01,1,040889-1-3,3,3,Edmonton,1A,1000000,0,0,0,
A00-040890,2022-05-27 0:01,1,040890-1-2,2,6,Rest of Alberta,3,1000000,1,0,0,
A00-040891,2022-05-27 0:01,1,040891-1-1,1,9,Edmonton,1A,1000000,0,0,0,
A00-040892,2022-06-01 0:01,1,040892-1-1,1,9,Rest of Alberta,3,1000000,1,0,0,
A00-040893,2022-06-01 0:01,1,040893-1-1,1,7,Calgary,1,1000000,0,0,0,
A00-040894,2022-05-26 0:01,1,040894-1-1,1,6,Edmonton,1A,1000000,0,0,0,
A00-040895,2022-06-01 0:01,1,040895-1-1,1,6,Northern Region,2,1000000,0,0,0,
A00-040896,2022-05-28 0:01,1,040896-1-1,1,9,Edmonton,1A,1000000,0,0,0,
A00-040897,2022-05-31 0:01,1,040897-1-1,1,9,Calgary,1,1000000,0,0,0,
A00-040898,2022-05-26 0:01,1,040898-1-3,3,3,Edmonton,1A,1000000,0,0,0,
A00-040898,2022-05-26 0:01,2,040898-2-1,1,8,Edmonton,1A,1000000,0,0,0,
A00-040899,2022-05-26 0:01,1,040899-1-1,1,7,Calgary,1,1000000,0,0,0,
A00-040899,2022-05-26 0:01,2,040899-2-1,1,7,Calgary,1,1000000,0,0,0,
A00-040900,2022-05-27 0:01,1,040900-1-2,2,9,Northern Region,2,1000000,0,0,0,
A00-040901,2022-05-26 0:01,1,040901-1-1,1,2,Edmonton,1A,1000000,0,0,0,
A00-040902,2022-05-26 0:01,2,040902-2-1,1,9,Edmonton,1A,2000000,0,0,0,
A00-040903,2022-05-27 0:01,2,040903-2-2,2,5,Calgary,1,1000000,2,0,0,
A00-040904,2022-05-31 0:01,1,040904-1-2,2,0,Edmonton,1A,1000000,0,0,1,
A00-040905,2022-05-28 0:01,1,040905-1-1,1,4,Edmonton,1A,1000000,0,0,0,
A00-040906,2022-05-27 0:01,1,040906-1-1,1,9,Edmonton,1A,1000000,0,0,0,
A00-040906,2022-05-27 0:01,2,040906-2-1,1,9,Edmonton,1A,1000000,0,0,0,
A00-040907,2022-05-27 0:01,1,040907-1-2,2,1,Calgary,1,1000000,0,0,0,
A00-040908,2022-05-27 0:01,1,040908-1-1,1,9,Calgary,1,1000000,0,0,0,
A00-040908,2022-05-27 0:01,2,040908-2-1,1,9,Calgary,1,1000000,0,0,0,
A00-040910,2022-05-27 0:01,1,040910-1-2,2,5,Edmonton,1A,1000000,0,0,0,
