Driver Record,Territory,Grid Step,Number of  Minor Convictions,Number of Major Convictions,# Criminal Code Convictions,Number of At Fault Claims,Claim Amount,NumGen,Claim Amount Gen
9,Dorn,-13,2,2,0,2,72700,0.857,62279.86654
4,Dorn,-4,1,1,0,1,36600,0.438,16023.06096
6,TheWall,-6,2,2,0,2,72000,0.950,68377.06471
3,TheWall,-3,1,1,0,1,36500,0.861,31440.53392
8,TheWall,-9,2,2,0,2,72300,0.576,41639.83606
8,TheWall,-8,2,2,0,2,72200,0.953,68837.19048
6,HighGarden,-13,2,2,0,2,72700,0.236,17142.60782
5,TheWall,-10,2,2,0,2,72400,0.382,27691.84096
9,TheWall,-14,2,2,0,2,72800,0.256,18653.02208
3,TheWall,-2,1,1,0,1,36400,0.810,29479.21039
5,Dorn,-14,2,2,0,2,72800,0.778,56609.63498
9,TheWall,-15,2,2,0,2,72900,0.893,65121.9788
5,Dorn,-10,2,2,0,2,72400,0.080,5772.164296
7,TheWall,-9,2,2,0,2,72300,0.011,767.4227995
6,TheWall,-14,2,2,0,2,72800,0.962,69998.1466
9,HighGarden,-15,2,2,0,2,72900,0.557,40631.07393
9,Dorn,-15,2,2,0,2,72900,0.083,6062.021542
6,Dorn,-10,2,2,0,2,72400,0.901,65213.30932
0,Dorn,1,0,0,0,0,900,0.251,225.9879635
4,TheWall,-5,1,1,0,1,36700,0.626,22962.09586
9,Dorn,-15,2,2,0,2,72900,0.325,23690.82142
7,TheWall,-15,2,2,0,2,72900,0.021,1529.886697
9,TheWall,-15,2,2,0,2,72900,0.286,20834.98939
9,TheWall,-13,2,2,0,2,72700,0.932,67732.2175
3,TheWall,-2,1,1,0,1,36400,0.703,25589.55713
9,TheWall,-15,2,2,0,2,72900,0.166,12122.1815
6,Dorn,-12,2,2,0,2,72600,0.313,22749.9467
6,Dorn,-8,2,2,0,2,72200,0.296,21360.10096
9,HighGarden,-15,2,2,0,2,72900,0.680,49551.90994
9,HighGarden,-15,2,2,0,2,72900,0.110,7987.022732
6,TheWall,-15,2,2,0,2,72900,0.006,428.1453622
7,HighGarden,-11,2,2,0,2,72500,0.139,10080.73542
9,TheWall,-15,2,2,0,2,72900,0.453,33018.85846
9,TheWall,-15,2,2,0,2,72900,0.018,1310.594567
6,TheWall,-6,2,2,0,2,72000,0.720,51822.33249
9,TheWall,-15,2,2,0,2,72900,0.735,53581.59702
8,TheWall,-2,1,1,0,1,36400,0.736,26786.66755
1,TheWall,-8,2,2,0,2,72200,0.225,16257.8995
1,TheWall,-8,2,2,0,2,72200,0.329,23765.34471
9,TheWall,-12,2,2,0,2,72600,0.932,67657.33429
6,TheWall,-8,2,2,0,2,72200,0.922,66551.65629
8,TheWall,-12,2,2,0,2,72600,0.506,36704.30437
9,HighGarden,-15,2,2,0,2,72900,0.035,2536.262038
9,HighGarden,-15,2,2,0,2,72900,0.710,51724.14237
9,TheWall,-15,2,2,0,2,72900,0.273,19875.35423
6,TheWall,-9,2,2,0,2,72300,0.588,42496.68328
3,TheWall,-2,1,1,0,1,36400,0.188,6844.885396
1,TheWall,-1,1,1,0,1,36300,0.704,25542.82054
1,TheWall,-1,1,1,0,1,36300,0.035,1278.482108
9,TheWall,-12,2,2,0,2,72600,0.906,65780.20254
7,TheWall,-7,2,2,0,2,72100,0.816,58807.46622
7,TheWall,-9,2,2,0,2,72300,0.955,69024.59129
1,TheWall,-14,2,2,0,2,72800,0.881,64110.77631
9,TheWall,-15,2,2,0,2,72900,0.167,12148.66591
9,TheWall,-15,2,2,0,2,72900,0.115,8417.041756
9,Dorn,-15,2,2,0,2,72900,0.466,33963.26818
5,Dorn,-5,1,1,0,1,36700,0.888,32598.31069
9,TheWall,-15,2,2,0,2,72900,0.993,72386.58058
8,TheWall,-4,1,1,0,1,36600,0.212,7751.786295
9,TheWall,-11,2,2,0,2,72500,0.575,41671.9765
3,TheWall,-2,1,1,0,1,36400,0.910,33125.37198
5,TheWall,-5,1,1,0,1,36700,0.864,31722.9083
5,TheWall,-9,2,2,0,2,72300,0.018,1283.08474
8,TheWall,-15,2,2,0,2,72900,0.272,19824.54735
8,TheWall,-15,2,2,0,2,72900,0.053,3830.855773
9,TheWall,-15,2,2,0,2,72900,0.409,29816.29023
9,TheWall,-15,2,2,0,2,72900,0.929,67703.4864
6,Dorn,-14,2,2,0,2,72800,0.351,25526.76986
9,Dorn,-15,2,2,0,2,72900,0.795,57972.70528
7,HighGarden,-7,2,2,0,2,72100,0.857,61811.18896
9,TheWall,-13,2,2,0,2,72700,0.105,7619.042891
3,TheWall,-3,1,1,0,1,36500,0.224,8182.676084
6,Dorn,-11,2,2,0,2,72500,0.306,22186.00696
9,TheWall,-14,2,2,0,2,72800,0.901,65568.92416
3,TheWall,-12,2,2,0,2,72600,0.929,67419.51598
4,TheWall,-4,1,1,0,1,36600,0.587,21494.55303
7,TheWall,-8,2,2,0,2,72200,0.324,23420.87759
2,TheWall,-2,1,1,0,1,36400,0.304,11053.01751
9,TheWall,-15,2,2,0,2,72900,0.967,70473.80172
9,TheWall,-15,2,2,0,2,72900,0.365,26589.54371
8,TheWall,-3,1,1,0,1,36500,0.429,15670.13338
3,TheWall,-2,1,1,0,1,36400,0.877,31914.69788
1,Dorn,-1,1,1,0,1,36300,0.637,23108.41319
1,Dorn,-1,1,1,0,1,36300,0.649,23550.57113
9,Winterfell,-6,2,2,0,2,72000,0.649,46730.09862
9,Winterfell,-6,2,2,0,2,72000,0.925,66620.66452
9,Winterfell,-6,2,2,0,2,72000,0.428,30811.89025
9,HighGarden,-15,2,2,0,2,72900,0.835,60852.45683
1,TheWall,-1,1,1,0,1,36300,0.802,29095.9495
4,HighGarden,-4,1,1,0,1,36600,0.853,31218.47142
9,TheWall,-15,2,2,0,2,72900,0.333,24269.9228
2,TheWall,-8,2,2,0,2,72200,0.172,12438.70854
9,TheWall,-9,2,2,0,2,72300,0.454,32829.73039
9,TheWall,-9,2,2,0,2,72300,0.659,47639.5182
4,TheWall,-4,1,1,0,1,36600,0.487,17815.68592
8,TheWall,-8,2,2,0,2,72200,0.104,7480.441507
9,Dorn,-15,2,2,0,2,72900,0.937,68324.06216
5,Dorn,-5,1,1,0,1,36700,0.926,33976.80897
9,TheWall,-9,2,2,0,2,72300,0.321,23199.46892
5,Dorn,-3,1,1,0,1,36500,0.462,16856.50423
3,TheWall,-3,1,1,0,1,36500,0.646,23565.95811
7,TheWall,-7,2,2,0,2,72100,0.992,71516.00646
9,HighGarden,-15,2,2,0,2,72900,0.898,65428.05637
3,TheWall,-3,1,1,0,1,36500,0.772,28196.19241
9,TheWall,-11,2,2,0,2,72500,0.170,12293.27977
1,TheWall,0,0,0,0,0,1000,0.522,522.4277773
6,Winterfell,-15,2,2,0,2,72900,0.942,68707.63325
7,TheWall,-10,2,2,0,2,72400,0.855,61868.51233
2,TheWall,2,0,0,0,0,800,0.863,690.0805408
1,Winterfell,0,0,0,0,0,1000,0.692,692.0171763
9,TheWall,-9,2,2,0,2,72300,0.091,6575.578605
5,TheWall,-8,2,2,0,2,72200,0.373,26953.49843
5,TheWall,-5,1,1,0,1,36700,0.959,35194.32711
6,TheWall,-7,2,2,0,2,72100,0.045,3252.783608
6,Dorn,-11,2,2,0,2,72500,0.481,34839.27515
4,TheWall,-11,2,2,0,2,72500,0.062,4467.460484
2,Dorn,-2,1,1,0,1,36400,0.642,23384.95351
9,TheWall,-15,2,2,0,2,72900,0.933,68002.55358
9,TheWall,-15,2,2,0,2,72900,0.653,47635.63241
8,HighGarden,-8,2,2,0,2,72200,0.528,38095.3084
6,HighGarden,-8,2,2,0,2,72200,0.251,18089.81498
1,TheWall,7,0,0,0,0,300,0.713,213.7969804
9,HighGarden,-15,2,2,0,2,72900,0.238,17334.11864
5,Dorn,-14,2,2,0,2,72800,0.973,70808.33155
9,Dorn,-15,2,2,0,2,72900,0.336,24468.82023
9,Winterfell,-15,2,2,0,2,72900,0.621,45304.68204
9,Dorn,-15,2,2,0,2,72900,0.628,45800.67501
9,TheWall,-15,2,2,0,2,72900,0.664,48427.53027
0,TheWall,-9,2,2,0,2,72300,0.113,8201.531656
7,TheWall,-12,2,2,0,2,72600,0.590,42842.76488
8,TheWall,-8,2,2,0,2,72200,0.748,54037.61217
6,TheWall,-5,1,1,0,1,36700,0.507,18618.60191
9,Dorn,-15,2,2,0,2,72900,0.937,68302.18718
4,TheWall,4,0,0,0,0,600,0.559,335.5713944
9,TheWall,-15,2,2,0,2,72900,0.326,23790.25553
2,TheWall,13,0,0,0,0,-300,0.067,-20.11214892
6,TheWall,-12,2,2,0,2,72600,0.415,30162.36185
8,TheWall,-15,2,2,0,2,72900,0.871,63481.98496
9,TheWall,-14,2,2,0,2,72800,0.586,42653.05279
3,TheWall,-2,1,1,0,1,36400,0.045,1645.917382
9,TheWall,-14,2,2,0,2,72800,0.183,13295.66386
9,TheWall,-14,2,2,0,2,72800,0.578,42056.33241
1,TheWall,-1,1,1,0,1,36300,0.593,21543.6584
2,TheWall,-14,2,2,0,2,72800,0.084,6108.15173
7,Dorn,-5,1,1,0,1,36700,0.723,26519.0432
9,HighGarden,-15,2,2,0,2,72900,0.993,72413.40128
6,TheWall,-10,2,2,0,2,72400,0.157,11382.84803
9,TheWall,-15,2,2,0,2,72900,0.934,68106.64646
9,TheWall,-15,2,2,0,2,72900,0.183,13312.77783
9,HighGarden,-15,2,2,0,2,72900,0.348,25383.50349
9,Dorn,-15,2,2,0,2,72900,0.369,26902.58632
3,HighGarden,-2,1,1,0,1,36400,0.005,166.2008238
9,TheWall,-15,2,2,0,2,72900,0.799,58263.06547
2,TheWall,2,0,0,0,0,800,0.161,129.1795891
4,TheWall,-4,1,1,0,1,36600,0.330,12088.68765
2,TheWall,-15,2,2,0,2,72900,0.955,69610.22693
5,HighGarden,-5,1,1,0,1,36700,0.274,10042.33309
9,TheWall,-15,2,2,0,2,72900,0.268,19506.30246
9,TheWall,-15,2,2,0,2,72900,0.525,38258.06207
9,TheWall,-15,2,2,0,2,72900,0.311,22650.59449
6,TheWall,-13,2,2,0,2,72700,0.802,58282.88712
1,HighGarden,-2,1,1,0,1,36400,0.327,11897.74995
3,TheWall,-5,1,1,0,1,36700,0.455,16696.40016
3,TheWall,-2,1,1,0,1,36400,0.186,6763.416402
5,TheWall,-5,1,1,0,1,36700,0.467,17140.10088
9,TheWall,-12,2,2,0,2,72600,0.982,71283.09777
7,TheWall,-7,2,2,0,2,72100,0.805,58038.05835
9,TheWall,-15,2,2,0,2,72900,0.360,26214.32023
3,TheWall,-4,1,1,0,1,36600,0.227,8309.36636
1,TheWall,8,0,0,0,0,200,0.338,67.55647823
4,Dorn,-5,1,1,0,1,36700,0.600,22022.00439
9,Dorn,-15,2,2,0,2,72900,0.474,34520.41802
5,Dorn,-12,2,2,0,2,72600,0.176,12766.45202
8,TheWall,-8,2,2,0,2,72200,0.101,7258.591886
7,TheWall,-5,1,1,0,1,36700,0.982,36049.87521
2,TheWall,-8,2,2,0,2,72200,0.434,31305.98644
9,TheWall,-15,2,2,0,2,72900,0.900,65625.95594
6,Dorn,-11,2,2,0,2,72500,0.853,61834.26067
5,TheWall,-3,1,1,0,1,36500,0.512,18690.00141
8,TheWall,-4,1,1,0,1,36600,0.713,26102.88711
9,Dorn,-15,2,2,0,2,72900,0.459,33426.07858
3,Dorn,-2,1,1,0,1,36400,0.620,22585.55701
9,HighGarden,-15,2,2,0,2,72900,0.062,4507.880384
6,TheWall,-6,2,2,0,2,72000,0.560,40306.16446
5,TheWall,-5,1,1,0,1,36700,0.695,25504.65769
7,HighGarden,-15,2,2,0,2,72900,0.646,47103.2686
9,HighGarden,-15,2,2,0,2,72900,0.393,28670.25444
0,TheWall,1,0,0,0,0,900,0.480,431.9393975
8,HighGarden,-12,2,2,0,2,72600,0.863,62660.71095
4,Dorn,-5,1,1,0,1,36700,0.185,6805.892808
5,TheWall,-5,1,1,0,1,36700,0.725,26593.46408
6,TheWall,-11,2,2,0,2,72500,0.366,26561.12791
9,Dorn,-13,2,2,0,2,72700,0.374,27193.71409
9,TheWall,-15,2,2,0,2,72900,0.158,11520.29514
1,Dorn,-1,1,1,0,1,36300,0.441,16022.93614
7,Dorn,-15,2,2,0,2,72900,0.066,4816.351214
7,Dorn,-15,2,2,0,2,72900,0.252,18376.71566
2,HighGarden,-11,2,2,0,2,72500,0.349,25317.67643
8,TheWall,-7,2,2,0,2,72100,0.845,60939.0852
7,TheWall,-10,2,2,0,2,72400,0.840,60825.49226
9,TheWall,-15,2,2,0,2,72900,0.277,20229.38207
6,Dorn,-15,2,2,0,2,72900,0.135,9818.172321
9,TheWall,-15,2,2,0,2,72900,0.929,67760.20037
7,TheWall,-7,2,2,0,2,72100,0.807,58196.49994
7,TheWall,-7,2,2,0,2,72100,0.562,40486.24655
4,Dorn,-9,2,2,0,2,72300,0.352,25473.6816
2,TheWall,-15,2,2,0,2,72900,0.463,33785.29317
7,TheWall,-13,2,2,0,2,72700,0.359,26073.12849
2,TheWall,-3,1,1,0,1,36500,0.245,8927.146663
9,Dorn,-15,2,2,0,2,72900,0.870,63427.25667
5,Dorn,-3,1,1,0,1,36500,0.181,6609.752063
1,Dorn,-6,2,2,0,2,72000,0.638,45934.55065
8,TheWall,-8,2,2,0,2,72200,0.746,53859.13472
6,TheWall,-3,1,1,0,1,36500,0.772,28183.91878
9,TheWall,-15,2,2,0,2,72900,0.366,26684.18932
8,TheWall,-11,2,2,0,2,72500,0.844,61154.9528
9,TheWall,-13,2,2,0,2,72700,0.394,28650.791
9,HighGarden,-15,2,2,0,2,72900,0.217,15836.43448
9,HighGarden,-15,2,2,0,2,72900,0.500,36425.94841
2,TheWall,-15,2,2,0,2,72900,0.365,26641.29277
1,TheWall,-15,2,2,0,2,72900,0.052,3820.303507
9,TheWall,-15,2,2,0,2,72900,0.681,49627.09995
9,TheWall,-15,2,2,0,2,72900,0.907,66135.42183
3,HighGarden,-3,1,1,0,1,36500,0.547,19964.61283
8,Dorn,-15,2,2,0,2,72900,0.327,23824.75108
5,HighGarden,-10,2,2,0,2,72400,0.001,96.01482361
6,TheWall,-3,1,1,0,1,36500,0.357,13042.04537
6,TheWall,-7,2,2,0,2,72100,0.649,46769.92328
7,TheWall,2,0,0,0,0,800,0.726,580.5019505
9,HighGarden,-11,2,2,0,2,72500,0.513,37178.23072
6,TheWall,-15,2,2,0,2,72900,0.419,30567.06063
1,HighGarden,4,0,0,0,0,600,0.447,268.1773053
8,TheWall,-8,2,2,0,2,72200,0.311,22473.56861
3,Dorn,-1,1,1,0,1,36300,0.726,26347.90436
9,TheWall,-13,2,2,0,2,72700,0.354,25757.2426
9,Dorn,-11,2,2,0,2,72500,0.258,18689.64118
9,TheWall,-9,2,2,0,2,72300,0.822,59434.96937
9,Dorn,-15,2,2,0,2,72900,0.360,26209.8299
9,HighGarden,-15,2,2,0,2,72900,0.981,71533.01375
7,TheWall,-7,2,2,0,2,72100,0.453,32673.98653
7,TheWall,-7,2,2,0,2,72100,0.796,57425.86083
4,TheWall,4,0,0,0,0,600,0.582,349.0873363
9,TheWall,-11,2,2,0,2,72500,0.522,37842.46368
9,TheWall,-15,2,2,0,2,72900,0.704,51342.91398
9,TheWall,-15,2,2,0,2,72900,0.428,31219.98527
8,HighGarden,-15,2,2,0,2,72900,0.722,52661.73894
6,TheWall,-9,2,2,0,2,72300,0.683,49359.4267
1,TheWall,-1,1,1,0,1,36300,0.458,16612.71433
8,Dorn,-15,2,2,0,2,72900,0.472,34436.67681
6,TheWall,-7,2,2,0,2,72100,0.806,58115.26885
6,TheWall,-7,2,2,0,2,72100,0.412,29721.45673
8,TheWall,-11,2,2,0,2,72500,0.608,44059.03173
3,TheWall,-15,2,2,0,2,72900,0.979,71337.69427
6,Dorn,-11,2,2,0,2,72500,0.072,5231.19972
9,Dorn,-14,2,2,0,2,72800,0.767,55856.44084
9,Dorn,-14,2,2,0,2,72800,0.495,36028.66457
6,TheWall,-15,2,2,0,2,72900,0.125,9105.151417
6,Winterfell,-15,2,2,0,2,72900,0.971,70804.11403
7,Winterfell,-15,2,2,0,2,72900,0.571,41608.35666
9,TheWall,-9,2,2,0,2,72300,0.238,17172.85243
5,TheWall,-8,2,2,0,2,72200,0.374,26967.4868
6,TheWall,-15,2,2,0,2,72900,0.820,59748.5024
9,TheWall,-15,2,2,0,2,72900,0.575,41932.0842
9,TheWall,-15,2,2,0,2,72900,0.666,48528.93041
5,Winterfell,-5,1,1,0,1,36700,0.313,11492.3072
4,TheWall,-7,2,2,0,2,72100,0.110,7922.145405
6,Dorn,-10,2,2,0,2,72400,0.653,47270.8854
2,TheWall,3,0,0,0,0,700,0.691,483.5187998
2,TheWall,3,0,0,0,0,700,0.318,222.8250905
6,TheWall,-10,2,2,0,2,72400,0.047,3406.958112
6,TheWall,-6,2,2,0,2,72000,0.154,11106.00002
9,TheWall,-15,2,2,0,2,72900,0.831,60587.99636
9,TheWall,-15,2,2,0,2,72900,0.312,22757.63366
1,HighGarden,-1,1,1,0,1,36300,0.452,16399.87344
9,HighGarden,-15,2,2,0,2,72900,0.477,34748.55487
9,TheWall,-15,2,2,0,2,72900,0.022,1616.886622
9,TheWall,-15,2,2,0,2,72900,0.858,62569.4863
9,TheWall,-15,2,2,0,2,72900,0.996,72619.23865
9,TheWall,-15,2,2,0,2,72900,0.140,10171.91651
6,HighGarden,-6,2,2,0,2,72000,0.909,65482.25086
0,Dorn,-5,1,1,0,1,36700,0.955,35057.90325
1,Dorn,-1,1,1,0,1,36300,0.290,10518.27865
9,HighGarden,-12,2,2,0,2,72600,0.678,49204.84533
3,Dorn,-2,1,1,0,1,36400,0.066,2393.083574
3,Dorn,-2,1,1,0,1,36400,0.159,5803.754045
3,TheWall,-2,1,1,0,1,36400,0.226,8231.607587
9,Dorn,-10,2,2,0,2,72400,0.334,24213.3263
7,Dorn,-8,2,2,0,2,72200,0.623,44985.29686
9,Dorn,-10,2,2,0,2,72400,0.585,42364.39574
5,Dorn,-13,2,2,0,2,72700,0.500,36373.33022
8,TheWall,-8,2,2,0,2,72200,0.422,30454.14235
8,TheWall,-8,2,2,0,2,72200,0.971,70109.676
9,TheWall,-11,2,2,0,2,72500,0.667,48344.50724
6,TheWall,-7,2,2,0,2,72100,0.080,5750.941205
3,TheWall,0,0,0,0,0,1000,0.061,60.91869119
5,TheWall,-5,1,1,0,1,36700,0.303,11114.16365
5,TheWall,-5,1,1,0,1,36700,0.389,14261.85665
2,TheWall,-6,2,2,0,2,72000,0.624,44946.12186
7,TheWall,-7,2,2,0,2,72100,0.442,31855.69464
6,TheWall,-6,2,2,0,2,72000,0.766,55179.30752
7,TheWall,-7,2,2,0,2,72100,0.654,47163.67805
3,HighGarden,-4,1,1,0,1,36600,0.086,3158.244313
5,TheWall,-7,2,2,0,2,72100,0.682,49171.14146
8,TheWall,-13,2,2,0,2,72700,0.246,17889.97469
9,TheWall,-14,2,2,0,2,72800,0.766,55755.60165
6,TheWall,-15,2,2,0,2,72900,0.073,5332.090701
6,TheWall,-15,2,2,0,2,72900,0.907,66145.65112
9,Dorn,-15,2,2,0,2,72900,0.617,44946.49393
9,Dorn,-15,2,2,0,2,72900,0.005,342.5311359
9,Dorn,-8,2,2,0,2,72200,0.766,55318.43967
3,HighGarden,-2,1,1,0,1,36400,0.557,20282.11422
3,HighGarden,-2,1,1,0,1,36400,0.095,3446.14149
0,TheWall,10,0,0,0,0,0,0.135,0
3,TheWall,-9,2,2,0,2,72300,0.705,50959.0547
7,HighGarden,-15,2,2,0,2,72900,0.480,35016.0137
4,Dorn,-12,2,2,0,2,72600,0.239,17384.70441
9,TheWall,-14,2,2,0,2,72800,0.916,66682.40861
1,TheWall,-5,1,1,0,1,36700,0.889,32641.17241
9,HighGarden,-15,2,2,0,2,72900,0.965,70347.37949
6,Dorn,-7,2,2,0,2,72100,0.173,12485.60792
2,TheWall,4,0,0,0,0,600,0.755,452.8068761
1,TheWall,-1,1,1,0,1,36300,0.999,36257.25976
3,TheWall,-8,2,2,0,2,72200,0.498,35926.75897
2,TheWall,-15,2,2,0,2,72900,0.510,37161.65224
1,TheWall,-9,2,2,0,2,72300,0.752,54403.32722
4,TheWall,-4,1,1,0,1,36600,0.715,26180.49429
3,TheWall,-2,1,1,0,1,36400,0.830,30194.32864
8,TheWall,-5,1,1,0,1,36700,0.940,34479.65414
9,Dorn,-11,2,2,0,2,72500,0.827,59926.72943
2,TheWall,-15,2,2,0,2,72900,0.372,27105.23989
9,TheWall,-15,2,2,0,2,72900,0.272,19848.46948
9,TheWall,-15,2,2,0,2,72900,0.305,22263.3318
3,TheWall,-2,1,1,0,1,36400,0.196,7129.793998
9,HighGarden,-15,2,2,0,2,72900,0.682,49733.30471
4,HighGarden,-13,2,2,0,2,72700,0.505,36702.14154
2,HighGarden,-15,2,2,0,2,72900,0.449,32726.80019
2,TheWall,-15,2,2,0,2,72900,0.215,15704.85434
9,TheWall,-15,2,2,0,2,72900,0.554,40391.16157
5,TheWall,-15,2,2,0,2,72900,0.924,67380.85761
7,TheWall,-1,1,1,0,1,36300,0.819,29737.58916
4,TheWall,-4,1,1,0,1,36600,0.195,7129.69287
9,TheWall,-15,2,2,0,2,72900,0.572,41685.93959
8,Dorn,-8,2,2,0,2,72200,0.743,53658.18643
3,HighGarden,-4,1,1,0,1,36600,0.689,25231.28713
5,Dorn,-13,2,2,0,2,72700,0.527,38303.03863
7,TheWall,-2,1,1,0,1,36400,0.459,16717.35355
8,TheWall,-11,2,2,0,2,72500,0.574,41624.86582
9,Dorn,-15,2,2,0,2,72900,0.796,58023.42816
7,TheWall,-12,2,2,0,2,72600,0.786,57044.80798
7,TheWall,-12,2,2,0,2,72600,0.072,5258.46429
9,TheWall,-15,2,2,0,2,72900,0.119,8697.483515
9,Dorn,-15,2,2,0,2,72900,0.176,12841.31114
5,Winterfell,0,0,0,0,0,1000,0.299,299.1966829
0,TheWall,-9,2,2,0,2,72300,0.775,56028.976
5,TheWall,-5,1,1,0,1,36700,0.475,17437.12011
3,TheWall,-3,1,1,0,1,36500,0.488,17817.06265
4,TheWall,-1,1,1,0,1,36300,0.267,9704.339064
9,TheWall,-15,2,2,0,2,72900,0.676,49297.51298
3,TheWall,-4,1,1,0,1,36600,0.745,27266.47621
5,TheWall,-7,2,2,0,2,72100,0.106,7666.314182
3,TheWall,-1,1,1,0,1,36300,0.085,3087.268422
9,TheWall,-15,2,2,0,2,72900,0.837,61000.91783
9,TheWall,-15,2,2,0,2,72900,0.505,36783.78104
4,TheWall,-4,1,1,0,1,36600,0.932,34123.10524
5,TheWall,-5,1,1,0,1,36700,0.391,14336.35915
9,TheWall,-11,2,2,0,2,72500,0.559,40492.28119
3,Dorn,-2,1,1,0,1,36400,0.650,23656.98998
1,TheWall,-1,1,1,0,1,36300,0.054,1951.440633
5,TheWall,-5,1,1,0,1,36700,0.448,16427.66491
6,TheWall,-7,2,2,0,2,72100,0.949,68421.23363
6,TheWall,-13,2,2,0,2,72700,0.630,45809.73477
9,TheWall,-15,2,2,0,2,72900,0.773,56334.50227
5,TheWall,-15,2,2,0,2,72900,0.673,49097.99645
5,TheWall,-15,2,2,0,2,72900,0.560,40799.46371
1,TheWall,-1,1,1,0,1,36300,0.515,18694.94768
8,TheWall,-8,2,2,0,2,72200,0.601,43375.49607
4,TheWall,-5,1,1,0,1,36700,0.261,9592.841252
9,TheWall,-8,2,2,0,2,72200,0.452,32641.53781
3,TheWall,-9,2,2,0,2,72300,0.042,3058.366389
5,TheWall,-5,1,1,0,1,36700,0.060,2191.687456
5,TheWall,-5,1,1,0,1,36700,0.845,31028.40655
9,Dorn,-15,2,2,0,2,72900,0.276,20144.27016
5,Dorn,-13,2,2,0,2,72700,0.798,57983.36327
4,TheWall,-11,2,2,0,2,72500,0.533,38639.40516
6,TheWall,-6,2,2,0,2,72000,0.054,3852.275825
9,Dorn,-15,2,2,0,2,72900,0.370,26959.86471
9,TheWall,-15,2,2,0,2,72900,0.203,14831.03519
9,HighGarden,-14,2,2,0,2,72800,0.731,53206.23309
9,Dorn,-15,2,2,0,2,72900,0.630,45932.89934
5,TheWall,-8,2,2,0,2,72200,0.860,62059.709
9,TheWall,-10,2,2,0,2,72400,0.228,16533.23606
5,HighGarden,-5,1,1,0,1,36700,0.231,8472.150114
9,HighGarden,-9,2,2,0,2,72300,0.479,34655.82252
9,TheWall,-9,2,2,0,2,72300,0.198,14297.82624
7,TheWall,-7,2,2,0,2,72100,0.040,2866.120438
9,TheWall,-15,2,2,0,2,72900,0.520,37900.40519
9,TheWall,-15,2,2,0,2,72900,0.457,33288.91141
5,TheWall,-11,2,2,0,2,72500,0.032,2334.039369
5,TheWall,-6,2,2,0,2,72000,0.480,34582.98216
3,TheWall,-3,1,1,0,1,36500,0.981,35811.67698
6,TheWall,-15,2,2,0,2,72900,0.710,51763.91013
9,TheWall,-14,2,2,0,2,72800,0.321,23399.74703
5,TheWall,-11,2,2,0,2,72500,0.306,22210.03713
1,TheWall,-14,2,2,0,2,72800,0.038,2740.824011
9,TheWall,-15,2,2,0,2,72900,0.709,51699.34103
4,Dorn,-9,2,2,0,2,72300,0.245,17686.66929
3,Dorn,1,0,0,0,0,900,0.678,609.8477027
2,TheWall,-2,1,1,0,1,36400,0.797,29018.3591
9,TheWall,-10,2,2,0,2,72400,0.274,19845.9655
9,TheWall,-15,2,2,0,2,72900,0.169,12332.08926
9,TheWall,-15,2,2,0,2,72900,0.978,71296.35691
7,HighGarden,-11,2,2,0,2,72500,0.619,44850.04806
9,HighGarden,-15,2,2,0,2,72900,0.489,35618.03799
5,TheWall,-5,1,1,0,1,36700,0.824,30239.54603
6,TheWall,-8,2,2,0,2,72200,0.262,18927.87596
6,TheWall,-8,2,2,0,2,72200,0.298,21516.30518
9,TheWall,-15,2,2,0,2,72900,0.303,22116.24221
6,TheWall,-12,2,2,0,2,72600,0.819,59455.98012
6,TheWall,-12,2,2,0,2,72600,0.330,23961.90221
6,TheWall,-6,2,2,0,2,72000,0.432,31137.43865
3,Winterfell,4,0,0,0,0,600,0.308,185.071857
3,TheWall,-2,1,1,0,1,36400,0.519,18902.6633
6,TheWall,-6,2,2,0,2,72000,0.967,69591.39795
5,TheWall,-7,2,2,0,2,72100,0.612,44114.78638
4,TheWall,1,0,0,0,0,900,0.980,882.0305213
4,TheWall,-2,1,1,0,1,36400,0.392,14267.81915
0,TheWall,0,0,0,0,0,1000,0.421,420.7610241
0,TheWall,0,0,0,0,0,1000,0.631,630.7323821
3,TheWall,8,0,0,0,0,200,0.603,120.5923157
3,TheWall,-4,1,1,0,1,36600,0.978,35809.87926
1,TheWall,-9,2,2,0,2,72300,0.377,27289.40089
8,TheWall,-8,2,2,0,2,72200,0.360,25972.92591
8,TheWall,-11,2,2,0,2,72500,0.078,5657.048361
9,Dorn,-15,2,2,0,2,72900,0.380,27736.88586
9,TheWall,-9,2,2,0,2,72300,0.130,9365.644873
3,TheWall,-2,1,1,0,1,36400,0.962,35027.18836
3,TheWall,0,0,0,0,0,1000,0.671,671.1476278
9,TheWall,-14,2,2,0,2,72800,0.373,27161.43583
9,TheWall,-15,2,2,0,2,72900,0.590,42982.88203
9,TheWall,-15,2,2,0,2,72900,0.653,47605.37764
9,TheWall,-13,2,2,0,2,72700,0.827,60132.50252
9,Dorn,-9,2,2,0,2,72300,0.629,45497.26088
3,TheWall,-2,1,1,0,1,36400,0.360,13094.91945
4,TheWall,-5,1,1,0,1,36700,0.185,6779.612265
2,TheWall,-3,1,1,0,1,36500,0.479,17465.4386
1,TheWall,-11,2,2,0,2,72500,0.577,41823.29837
6,TheWall,-8,2,2,0,2,72200,0.364,26291.15513
9,TheWall,-15,2,2,0,2,72900,0.645,47030.06094
